longlat,lat,neighbourhoodgroup,neighbourhood,roomtype,price,minimumnights,numberofreviews,lastreview,reviewspermonth,calculatedhostlistingscount,availability365,numcalls,zip,ASSAULT3&RELATEDOFFENSES,BURGLARY,CRIMINALMISCHIEF&RELATEDOF,CRIMINALTRESPASS,DANGEROUSDRUGS,DANGEROUSWEAPONS,FELONYASSAULT,FORGERY,FRAUDS,GRANDLARCENY,GRANDLARCENYOFMOTORVEHICLE,HARRASSMENT2,INTOXICATED&IMPAIREDDRIVING,MISCELLANEOUSPENALLAW,OFFAGNSTPUBORDSENSBLTY,OFFENSESAGAINSTPUBLICADMINI,OFFENSESAGAINSTTHEPERSON,OFFENSESINVOLVINGFRAUD,OTHEROFFENSESRELATEDTOTHEF,PETITLARCENY,POSSESSIONOFSTOLENPROPERTY,ROBBERY,THEFTFRAUD,UNAUTHORIZEDUSEOFAVEHICLE,VEHICLEANDTRAFFICLAWS,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,175,3,12,2018,0.85,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,100,1,18,2019,1.36,2,33,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,75,1,24,2019,4.62,1,201,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,109,3,3,2019,1.07,2,97,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,200,2,0,2019,0,1,69,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,99,3,2,2019,1.67,2,179,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,188,5,1,2019,1,1,51,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,60,1,0,2019,0,1,54,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,285,5,70,2019,0.62,1,328,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,299,2,109,2019,1.04,1,207,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,154,1,238,2019,2.59,1,246,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,80,3,67,2017,0.92,1,85,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,275,3,0,2019,0,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Private room,125,1,0,2019,0,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Private room,89,2,0,2019,0,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,85,5,4,2019,0.11,1,282,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Private room,99,2,48,2018,1.3,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Private room,86,5,0,2019,0,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Private room,99,2,10,2018,0.38,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Private room,75,1,7,2019,0.55,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,900,1,2,2018,0.18,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,150,3,8,2019,0.92,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.719-73.989,40.719,Manhattan,Lower East Side,Entire home/apt,200,1,7,2019,1.86,1,0,41,11385,14,2,20,1,14,2,3,2,0,18,0,12,0,0,3,0,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Entire home/apt,275,2,6,2019,0.51,1,5,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Private room,135,2,125,2019,2.14,2,340,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Private room,120,3,71,2019,1.21,2,304,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Private room,109,1,63,2018,2.23,1,0,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Entire home/apt,800,2,0,2019,0,1,2,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Private room,67,30,0,2019,0,1,50,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.72-74,40.72,Manhattan,SoHo,Private room,64,3,1,2019,0.34,3,86,10,11385,1,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Entire home/apt,160,4,2,2013,0.02,1,0,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Private room,105,1,16,2019,0.23,2,308,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Entire home/apt,430,1,24,2019,0.38,4,14,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Entire home/apt,350,4,8,2017,0.13,1,196,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Lower East Side,Private room,95,1,64,2019,1.12,2,266,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Private room,105,1,102,2019,1.79,1,362,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Entire home/apt,400,2,101,2019,1.94,1,258,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Entire home/apt,295,2,94,2019,1.98,2,272,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Private room,70,3,13,2016,0.29,1,0,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Private room,110,3,0,2019,0,1,0,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Private room,68,1,28,2019,2.84,3,21,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.721-73.994,40.721,Manhattan,Nolita,Private room,140,3,2,2018,0.22,1,0,87,11385,9,2,7,0,2,0,2,0,0,15,0,5,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,125,5,12,2015,0.2,1,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,165,3,23,2019,0.41,1,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,99,30,21,2019,0.38,8,52,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Private room,75,1,1,2015,0.02,1,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Private room,78,4,5,2017,0.11,1,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,175,3,14,2019,1.86,1,51,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,158,2,145,2019,4.81,1,193,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Private room,90,2,77,2019,2.5,2,68,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,150,3,28,2019,1.25,1,1,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,125,3,1,2018,0.09,1,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Private room,81,2,26,2019,2.29,4,61,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Private room,150,1,8,2019,2.07,3,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Private room,125,5,0,2019,0,2,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,125,1,4,2019,2.55,1,0,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.722-73.988,40.722,Manhattan,Lower East Side,Entire home/apt,185,3,1,2019,1,1,1,22,11385,1,2,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,285,5,11,2017,0.16,1,173,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Private room,82,5,12,2018,0.3,2,0,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,300,1,0,2019,0,1,0,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,150,7,1,2018,0.12,1,0,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,275,5,6,2019,0.71,2,9,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,1299,2,15,2019,2.62,3,273,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,235,1,3,2019,1.25,1,34,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.723-74.005,40.723,Manhattan,SoHo,Entire home/apt,600,3,0,2019,0,1,179,43,11385,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,169,4,240,2019,2.4,1,276,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,130,3,26,2016,0.51,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,100,1,6,2015,0.12,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,300,2,1,2016,0.02,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,45,1,1,2015,0.02,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,79,3,0,2019,0,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,109,3,0,2019,0,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,130,1,4,2016,0.11,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,70,2,9,2017,0.29,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,128,1,13,2018,0.5,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,73,3,6,2018,0.3,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Private room,90,5,0,2019,0,1,0,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,215,1,126,2019,6.12,1,234,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,90,5,21,2019,1.1,1,83,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,359,2,19,2019,2.06,1,252,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,114,14,0,2019,0,1,19,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,700,2,8,2019,3.08,1,263,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.724-73.984,40.724,Manhattan,East Village,Entire home/apt,178,1,0,2019,0,1,35,40,11385,1,2,7,0,1,0,0,0,0,2,0,4,0,1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Entire home/apt,150,4,22,2014,0.23,1,0,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Entire home/apt,145,1,358,2018,5.96,1,3,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Entire home/apt,230,3,12,2019,0.21,1,4,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Private room,125,2,23,2017,0.51,1,0,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Private room,110,2,2,2018,0.06,2,188,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Private room,70,1,209,2019,6.45,1,203,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Private room,85,3,48,2019,1.51,3,44,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Entire home/apt,260,30,0,2019,0,1,330,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Private room,85,4,7,2019,0.79,3,54,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Entire home/apt,265,14,2,2018,0.29,1,0,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.725-73.978,40.725,Manhattan,East Village,Private room,2500,60,0,2019,0,1,90,127,11385,4,0,4,0,0,1,2,0,0,1,0,2,0,1,2,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.726-73.992,40.726,Manhattan,NoHo,Entire home/apt,175,2,25,2018,0.36,1,273,42,11385,2,0,3,0,3,0,1,0,0,7,0,3,0,0,1,1,0,0,0,16,0,2,1,0,1,0,0,0,0,0,0,0
40.726-73.992,40.726,Manhattan,NoHo,Entire home/apt,455,30,93,2019,1.36,2,332,42,11385,2,0,3,0,3,0,1,0,0,7,0,3,0,0,1,1,0,0,0,16,0,2,1,0,1,0,0,0,0,0,0,0
40.726-73.992,40.726,Manhattan,East Village,Entire home/apt,118,10,1,2016,0.03,1,0,42,11385,2,0,3,0,3,0,1,0,0,7,0,3,0,0,1,1,0,0,0,16,0,2,1,0,1,0,0,0,0,0,0,0
40.726-73.992,40.726,Manhattan,NoHo,Private room,75,2,1,2016,0.03,1,0,42,11385,2,0,3,0,3,0,1,0,0,7,0,3,0,0,1,1,0,0,0,16,0,2,1,0,1,0,0,0,0,0,0,0
40.726-73.992,40.726,Manhattan,NoHo,Entire home/apt,250,2,2,2017,0.1,2,0,42,11385,2,0,3,0,3,0,1,0,0,7,0,3,0,0,1,1,0,0,0,16,0,2,1,0,1,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,SoHo,Entire home/apt,200,1,0,2019,0,1,0,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,SoHo,Entire home/apt,125,1,0,2019,0,1,1,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,Greenwich Village,Entire home/apt,240,1,72,2019,1.8,1,0,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,Greenwich Village,Entire home/apt,157,3,2,2017,0.1,1,0,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,Greenwich Village,Entire home/apt,300,3,1,2016,0.02,1,0,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,Greenwich Village,Entire home/apt,250,3,0,2019,0,1,0,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,Greenwich Village,Private room,79,1,161,2019,4.43,1,125,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.727-74,40.727,Manhattan,SoHo,Entire home/apt,245,2,44,2019,1.34,1,0,40,11385,2,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,100,3,2,2017,0.06,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,91,5,395,2019,5.16,2,1,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,365,2,62,2019,1.02,1,28,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,100,7,0,2019,0,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,89,4,6,2019,0.14,1,35,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,250,5,0,2019,0,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,95,2,1,2015,0.02,2,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,195,1,0,2019,0,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,125,1,2,2015,0.04,2,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,250,1,2,2015,0.04,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
