longlat,lat,neighbourhoodgroup,neighbourhood,roomtype,price,minimumnights,numberofreviews,lastreview,reviewspermonth,calculatedhostlistingscount,availability365,numcalls,zip,ASSAULT3&RELATEDOFFENSES,BURGLARY,CRIMINALMISCHIEF&RELATEDOF,CRIMINALTRESPASS,DANGEROUSDRUGS,DANGEROUSWEAPONS,FELONYASSAULT,FORGERY,FRAUDS,GRANDLARCENY,GRANDLARCENYOFMOTORVEHICLE,HARRASSMENT2,INTOXICATED&IMPAIREDDRIVING,MISCELLANEOUSPENALLAW,OFFAGNSTPUBORDSENSBLTY,OFFENSESAGAINSTPUBLICADMINI,OFFENSESAGAINSTTHEPERSON,OFFENSESINVOLVINGFRAUD,OTHEROFFENSESRELATEDTOTHEF,PETITLARCENY,POSSESSIONOFSTOLENPROPERTY,ROBBERY,THEFTFRAUD,UNAUTHORIZEDUSEOFAVEHICLE,VEHICLEANDTRAFFICLAWS,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,349,1,1,2019,0.23,2,355,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,300,4,0,2019,0,1,77,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,288,5,2,2019,2,1,74,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.746-73.891,40.746,Queens,Elmhurst,Private room,75,1,14,2019,5.38,2,256,65,11211,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
40.748-73.982,40.748,Manhattan,Murray Hill,Entire home/apt,325,2,5,2017,0.18,1,0,40,11211,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
40.748-73.982,40.748,Manhattan,Murray Hill,Entire home/apt,200,5,10,2019,1.41,1,52,40,11211,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
40.748-73.982,40.748,Manhattan,Murray Hill,Private room,89,1,13,2019,1.27,1,2,40,11211,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
40.748-73.982,40.748,Manhattan,Murray Hill,Entire home/apt,299,2,7,2019,3.18,1,16,40,11211,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
40.748-73.982,40.748,Manhattan,Murray Hill,Entire home/apt,150,30,0,2019,0,8,342,40,11211,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
40.748-73.982,40.748,Manhattan,Murray Hill,Private room,150,1,2,2019,2,3,73,40,11211,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,129,30,43,2019,0.67,6,256,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,134,30,9,2018,0.11,6,313,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,250,5,2,2015,0.03,1,0,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,160,10,25,2019,0.53,1,1,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Private room,111,1,4,2015,0.09,1,0,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Private room,40,5,0,2019,0,1,0,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,235,3,0,2019,0,1,0,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,225,30,1,2019,1,49,311,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,138,30,1,2018,0.09,1,188,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,1000,3,10,2019,2.07,1,310,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,150,30,2,2019,0.87,91,251,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,250,3,9,2019,0.57,1,0,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,150,30,3,2018,0.27,4,113,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Private room,120,1,52,2019,4.26,3,40,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Private room,153,1,25,2019,3.3,3,32,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,300,1,29,2019,7.13,2,247,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.749-73.978,40.749,Manhattan,Murray Hill,Entire home/apt,220,30,6,2019,1.94,1,135,70,11211,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
40.75-73.986,40.75,Manhattan,Midtown,Private room,65,300,1,2017,0.04,1,89,30,11211,6,2,1,4,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,14,0,1,2,0,1,0,0,0,0,0,0,0
40.75-73.986,40.75,Manhattan,Midtown,Private room,70,5,1,2017,0.05,1,0,30,11211,6,2,1,4,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,14,0,1,2,0,1,0,0,0,0,0,0,0
40.75-73.986,40.75,Manhattan,Midtown,Private room,108,3,7,2019,0.44,1,0,30,11211,6,2,1,4,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,14,0,1,2,0,1,0,0,0,0,0,0,0
40.75-73.986,40.75,Manhattan,Midtown,Private room,350,1,7,2019,1.07,2,0,30,11211,6,2,1,4,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,14,0,1,2,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,130,5,9,2016,0.1,1,0,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,169,30,1,2017,0.05,121,282,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Private room,63,7,4,2019,0.39,1,31,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,500,30,2,2018,0.12,1,179,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,172,30,6,2019,0.5,1,195,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,123,30,0,2019,0,1,341,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,149,2,9,2019,2.31,1,129,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,150,8,3,2019,1.05,1,39,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.751-73.998,40.751,Manhattan,Chelsea,Entire home/apt,220,3,2,2019,2,1,54,10,11211,1,0,6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
40.752-73.985,40.752,Manhattan,Midtown,Entire home/apt,295,28,4,2019,0.51,1,147,24,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.755-73.973,40.755,Manhattan,Midtown,Private room,125,3,8,2018,0.65,1,0,16,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.755-73.973,40.755,Manhattan,Midtown,Private room,299,1,8,2019,0.94,11,177,16,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.756-73.93,40.756,Queens,Long Island City,Private room,100,2,91,2019,3.54,2,21,18,11211,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
40.756-73.93,40.756,Queens,Long Island City,Private room,110,4,5,2019,0.24,2,0,18,11211,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
40.756-73.93,40.756,Queens,Long Island City,Entire home/apt,134,2,8,2019,1.1,5,144,18,11211,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
40.756-73.93,40.756,Queens,Long Island City,Entire home/apt,113,2,4,2019,1.85,1,0,18,11211,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,285,7,10,2019,3.53,1,0,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,225,3,1,2018,0.05,1,0,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,450,2,0,2019,0,1,0,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,230,180,0,2019,0,1,365,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,150,30,1,2019,0.45,91,311,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Private room,90,1,42,2019,5.68,1,45,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,585,30,1,2019,0.54,1,139,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,180,28,0,2019,0,1,338,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.757-73.967,40.757,Manhattan,Midtown,Entire home/apt,425,5,0,2019,0,1,40,44,11211,6,0,3,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.759-73.919,40.759,Queens,Astoria,Private room,49,1,5,2019,0.13,1,332,14,11211,10,0,3,0,0,0,0,1,0,1,0,4,3,1,1,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Private room,210,1,182,2019,3.69,11,249,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Shared room,250,1,134,2019,2.88,11,306,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,160,4,5,2016,0.11,1,0,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,199,2,5,2016,0.11,1,0,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,280,5,1,2017,0.03,1,0,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Private room,135,3,65,2019,2.92,1,25,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Private room,175,1,3,2018,0.21,1,0,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Private room,250,3,1,2017,0.05,1,0,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,300,4,2,2018,0.14,1,5,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,151,6,22,2019,2.1,2,56,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,141,30,0,2019,0,2,115,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.76-73.989,40.76,Manhattan,Hell's Kitchen,Entire home/apt,199,1,7,2019,4.57,1,148,42,11211,6,2,4,1,2,0,3,0,0,26,0,7,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Hell's Kitchen,Entire home/apt,125,7,4,2018,0.08,1,0,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Private room,150,2,3,2017,0.08,1,0,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Hell's Kitchen,Entire home/apt,200,3,41,2019,1.97,3,181,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Hell's Kitchen,Shared room,68,3,9,2018,0.45,3,0,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Private room,100,1,51,2019,5.15,2,169,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Entire home/apt,316,30,0,2019,0,232,35,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Entire home/apt,317,30,0,2019,0,232,155,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Entire home/apt,329,30,0,2019,0,232,98,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Entire home/apt,170,2,0,2019,0,1,0,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Hell's Kitchen,Private room,140,3,3,2019,1.67,3,45,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Private room,299,1,22,2019,5.69,1,303,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Entire home/apt,217,29,1,2019,0.75,327,337,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.761-73.987,40.761,Manhattan,Theater District,Private room,70,1,2,2019,2,1,39,19,11211,4,1,1,0,3,0,1,0,0,13,0,4,0,0,4,0,0,0,0,30,0,2,0,1,1,0,0,0,0,0,0,0
40.762-73.926,40.762,Queens,Long Island City,Private room,44,28,14,2019,0.39,1,275,87,11211,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
40.762-73.926,40.762,Queens,Long Island City,Entire home/apt,85,4,13,2018,0.51,1,0,87,11211,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
40.763-73.928,40.763,Queens,Long Island City,Entire home/apt,120,3,80,2019,1.74,2,69,267,11211,2,0,2,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.763-73.928,40.763,Queens,Long Island City,Private room,90,4,21,2018,0.41,1,89,267,11211,2,0,2,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.763-73.928,40.763,Queens,Long Island City,Entire home/apt,105,2,51,2019,1.48,1,208,267,11211,2,0,2,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.763-73.928,40.763,Queens,Astoria,Entire home/apt,70,4,1,2018,0.05,1,0,267,11211,2,0,2,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.763-73.928,40.763,Queens,Astoria,Entire home/apt,140,3,5,2019,5,1,254,267,11211,2,0,2,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.764-73.915,40.764,Queens,Astoria,Entire home/apt,68,4,11,2017,0.31,1,0,31,11211,12,0,0,0,0,0,0,0,0,1,0,2,2,1,3,2,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0
40.764-73.915,40.764,Queens,Astoria,Private room,60,2,3,2017,0.13,1,0,31,11211,12,0,0,0,0,0,0,0,0,1,0,2,2,1,3,2,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0
40.764-73.915,40.764,Queens,Astoria,Entire home/apt,50,4,1,2019,0.19,1,0,31,11211,12,0,0,0,0,0,0,0,0,1,0,2,2,1,3,2,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0
40.765-73.918,40.765,Queens,Astoria,Private room,55,10,0,2019,0,1,0,29,10010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.765-73.918,40.765,Queens,Astoria,Private room,166,1,8,2018,0.36,1,89,29,10010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,180,30,16,2019,0.25,39,337,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,99,30,8,2018,0.19,8,139,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Private room,60,1,22,2018,0.63,1,0,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,159,2,16,2016,0.31,1,0,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,150,3,12,2019,0.27,2,1,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,230,30,1,2018,0.12,96,281,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,300,1,268,2019,6.12,1,261,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Shared room,50,2,2,2016,0.05,2,0,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,250,7,52,2018,1.4,1,0,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Private room,61,30,3,2018,0.11,4,160,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Private room,110,1,82,2019,3.38,5,0,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,300,1,139,2019,5.95,1,265,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Private room,86,1,158,2019,7.33,5,170,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,225,5,8,2019,0.4,1,0,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,225,1,41,2019,2.2,1,11,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Private room,90,1,70,2019,4.46,2,21,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,489,3,10,2019,2.68,1,81,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,208,10,1,2019,0.61,1,170,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Shared room,76,1,6,2019,3.46,6,365,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Shared room,75,1,4,2019,2.35,6,365,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.766-73.987,40.766,Manhattan,Hell's Kitchen,Entire home/apt,190,4,0,2019,0,1,158,60,10010,0,3,0,0,0,0,1,2,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
